Số báo danh,Toán,Văn,Ngoại Ngữ,Lý,Hoá,Sinh,Sử,Địa lý,GDCD
01061876,3,6.25,5.75,-1,-1,-1,6.25,3.2,6.5
01061877,8.2,7.5,8,-1,-1,-1,7.75,2.8,7.75
01061878,4.4,6.5,6.75,-1,-1,-1,7.75,3,8.5
01061879,3,5.25,3.25,-1,-1,-1,5.5,2.4,7
01061880,6.2,7.5,5.5,-1,-1,-1,5.75,2,6.5
01061881,7.4,8,7.75,-1,-1,-1,8.75,4.2,9.25
01061882,7.6,8.25,7.75,-1,-1,-1,7,4.2,8.75
01061883,5.4,6.25,6,-1,-1,-1,5,2.8,7.25
01061884,6.4,8.25,8.5,-1,-1,-1,7.25,4.6,8.5
01061885,7.4,7.75,5.5,-1,-1,-1,4.5,3.6,8.5
01061886,6.8,8.25,7.25,-1,-1,-1,7.25,4.4,9.25
01061887,7.6,7,5.5,-1,-1,-1,6.75,7.4,7.25
01061888,7.4,8.5,6,-1,-1,-1,5.75,5,8.25
01061889,5.4,6.5,9.5,-1,-1,-1,8.75,3.4,8.25
01061890,5,7,7.75,-1,-1,-1,6.25,4,8
01061891,8.2,9,9,-1,-1,-1,6.5,8.8,8.75
01061892,4.8,8.75,8.5,-1,-1,-1,8,4,7.75
01061893,-1,7,-1,-1,-1,-1,9.5,8.75,8.25
01061894,7.6,8,6.5,-1,-1,-1,7.25,6,8
01061895,6.4,7.25,6,-1,-1,-1,6,3.2,7.5
01061896,7.4,7.5,6.25,-1,-1,-1,6.25,6,8
01061897,6,8,9,-1,-1,-1,7,6.4,8.75
01061898,4.6,8.75,8.25,-1,-1,-1,8.25,5.2,8.5
01061899,8.4,9,8,-1,-1,-1,8,8.8,8.75
01061900,7.4,9,7.25,-1,-1,-1,7.25,6,9
01061901,8,9,7.5,-1,-1,-1,7.75,9,8
01061902,5.8,9,8.25,-1,-1,-1,8.5,5.2,8
01061903,8.8,9,9,-1,-1,-1,7.75,9.4,8.75
01061904,8.4,9.75,8,-1,-1,-1,8.5,8.8,8.75
01061905,8.4,7.5,6.25,-1,-1,-1,6.5,3.4,9
01061906,6.6,8.5,8.75,-1,-1,-1,8,3.4,8.75
01061907,7.8,6.75,7.25,-1,-1,-1,5.5,3.2,8
01061908,6.2,6,7,-1,-1,-1,5.25,2.6,7
01061909,2.8,7.75,9.75,-1,-1,-1,8.25,2.6,8.5
01061910,6.8,5.25,7,-1,-1,-1,6.75,5.6,8.5
01061911,6.2,8,5.75,-1,-1,-1,6,1.8,8.25
01061912,5.4,6.25,7.75,-1,-1,-1,7,2.4,8.5
01061913,5.4,6,8.25,-1,-1,-1,6,2.8,8.25
01061914,6.8,3.5,6.75,-1,-1,-1,6.75,3.8,8.5
01061915,5.2,4.75,4.75,-1,-1,-1,5.75,3.6,5.75
01061916,5.4,7.75,4.25,-1,-1,-1,6.5,3.6,7.5
01061917,6.8,5.75,5.5,-1,-1,-1,6.5,1.6,6.5
01061918,7.2,7.25,5.5,-1,-1,-1,6,2.6,8.75
01061919,5.2,7.75,9.25,-1,-1,-1,6.75,2.4,8.5
01061920,2.8,5,7,-1,-1,-1,6.75,2,7.5
01061921,5.8,8.5,8.25,-1,-1,-1,7.5,2,9.25
01061922,7.8,8.25,6.5,-1,-1,-1,6.5,4,7.75
01061923,5.2,8.25,8.5,-1,-1,-1,9.25,2.4,8.75
01061924,4.6,8.25,7.5,-1,-1,-1,7,3.4,9.25
01061925,-1,7.25,-1,-1,-1,-1,8.5,7,-1
01061926,5.6,6.5,-1,-1,-1,-1,4.5,6.5,-1
01061927,2.6,5.5,-1,-1,-1,-1,4,4.5,-1
01061928,3,5.75,-1,-1,-1,-1,4.5,5.5,-1
01061929,5.6,6.25,-1,-1,-1,-1,6.75,7.25,-1
01061930,5.2,4.75,-1,-1,-1,-1,5.75,6.75,-1
01061931,6.6,7.5,-1,-1,-1,-1,5.75,6.25,-1
01061932,5,5,-1,-1,-1,-1,6,4.75,-1
01061933,3.6,6,-1,-1,-1,-1,3.25,5,-1
01061934,3.4,6,-1,-1,-1,-1,2,5.5,-1
01061935,3.6,6,-1,-1,-1,-1,4.75,4.5,-1
01061936,3.6,3.75,-1,-1,-1,-1,5.75,6,-1
01061937,4.6,5.75,-1,-1,-1,-1,6.5,5.5,-1
01061938,3.8,6,-1,-1,-1,-1,7.5,6.25,-1
01061939,2.6,4,-1,-1,-1,-1,5.25,5.25,-1
01061940,4,6,-1,-1,-1,-1,3.5,5,-1
01061941,3.2,4.25,-1,-1,-1,-1,4,6,-1
01061942,4.4,6.25,-1,-1,-1,-1,3,5.5,-1
01061943,-1,8.5,-1,-1,-1,-1,7.5,7.75,-1
01061944,4.6,5.75,-1,-1,-1,-1,5.25,6.25,-1
01061945,4.6,6,-1,-1,-1,-1,5.25,7.25,-1
01061946,7,6.75,-1,-1,-1,-1,6,6.5,-1
01061947,3,5.75,-1,-1,-1,-1,6.5,5.5,-1
01061948,5.4,7.25,-1,-1,-1,-1,4,4.5,-1
01061949,4.6,4.5,-1,-1,-1,-1,4.75,4.25,-1
01061950,2.4,4.75,-1,-1,-1,-1,4.5,4.25,-1
01061951,2.8,5.25,-1,-1,-1,-1,4,4.5,-1
01061952,4.2,4.75,-1,-1,-1,-1,4,5.75,-1
01061953,5,6,-1,-1,-1,-1,6,6.75,-1
01061954,4.8,5.25,-1,-1,-1,-1,6.25,6.5,-1
01061955,4.8,6,4,-1,-1,-1,5.5,1.8,7.25
01061956,5.2,7,9.5,-1,-1,-1,8.75,5.8,9
01061957,5,6.25,6.5,-1,-1,-1,7.25,2.8,7.25
01061958,3,5,5.25,-1,-1,-1,6.5,2.8,8.25
01061959,3.6,5,-1,-1,-1,-1,4.5,6.75,-1
01061960,5.4,8.5,5.25,-1,-1,-1,7.5,1.8,9.25
01061961,5.2,8,6,-1,-1,-1,6.75,3.2,8.5
01061962,4.8,7,8,-1,-1,-1,6.75,3.2,8.25
01061963,3.8,5.5,-1,-1,-1,-1,5.25,5.25,-1
01061964,7.4,5.75,-1,-1,-1,-1,8.25,7,-1
01061965,6.6,5.5,8.5,-1,-1,-1,8.5,2.4,8.5
01061966,5.4,6.25,-1,-1,-1,-1,3.75,5.75,-1
01061967,7.4,7.5,6.75,-1,-1,-1,7.5,5.8,8.75
01061968,3.8,6.5,6.25,-1,-1,-1,6.5,3,7.5
01061969,2.2,6.75,3.25,-1,-1,-1,5.75,2.2,4.5
01061970,4.4,6.5,6,-1,-1,-1,6.25,2.2,7.5
01061971,8.2,8,6.5,-1,-1,-1,6,4.6,7.75
01061972,6.6,7,4.5,-1,-1,-1,6,3,8.25
01061973,8,9,7,-1,-1,-1,6.25,7.8,8.75
01061974,7.2,7.75,3.75,-1,-1,-1,6.5,5.4,6.75
01061975,6.8,6.75,7.75,-1,-1,-1,6.25,3,8
01061976,5.4,8,7,-1,-1,-1,7.5,2.6,8.75
01061977,3.6,4,-1,-1,-1,-1,4.25,3.75,-1
01061978,6,6.25,-1,-1,-1,-1,5.25,7.75,-1
01061979,7.6,8.5,9,-1,-1,-1,7.75,4.2,9.75
01061980,6.2,7.5,5.25,-1,-1,-1,5.25,5.2,6.25
01061981,5.8,7,5.5,-1,-1,-1,7,4.2,8
01061982,4.6,7.25,6.5,-1,-1,-1,8.5,3,7.75
01061983,6.8,7.75,6.75,-1,-1,-1,6.75,2.8,7.75
01061984,6.2,7.75,6.75,-1,-1,-1,7.25,3.2,7.75
01061985,7.2,6.5,6,-1,-1,-1,6,4.6,7.75
01061986,5.6,8.75,7.5,-1,-1,-1,7.75,4.8,9
01061987,8,9,7,-1,-1,-1,9.25,7.2,8.75
01061988,6.6,7.5,7.5,-1,-1,-1,8,3.2,8.25
01061989,8.4,8.5,8.75,-1,-1,-1,7.5,8,9
01061990,3.8,7.75,6.5,-1,-1,-1,6.5,4.6,8.25
01061991,7,7.75,5.75,-1,-1,-1,6.75,5.2,8
01061992,8.2,8.75,8.25,-1,-1,-1,6.5,7.8,9.75
01061993,7.8,8.5,7.5,-1,-1,-1,5,4.6,8.5
01061994,8.4,8.75,7.5,-1,-1,-1,7.75,6,8.75
01061995,7.8,8.25,6.75,-1,-1,-1,9.25,7.8,9.25
01061996,7.6,7,4.5,-1,-1,-1,6,5,7.25
01061997,8.2,3.25,7.4,7.25,3.5,7,-1,-1,-1
01061998,9.2,8.75,7.4,7,6.25,6.25,-1,-1,-1
01061999,6.2,3,2.6,5,3.25,7,-1,-1,-1
01062000,5.8,4,3.6,3.5,4,8.25,-1,-1,-1
01062001,7,8,2.8,7.25,4,6.5,-1,-1,-1
01062002,8.2,5.75,9.6,7.5,3.5,7.25,-1,-1,-1
01062003,8.6,8.5,7.6,8.75,3.5,5.75,-1,-1,-1
01062004,8,5.75,6,6.25,3.75,7.25,-1,-1,-1
01062005,7,8,3.2,5.5,6.75,7.25,-1,-1,-1
01062006,7.8,4.25,4,5.5,3,5,-1,-1,-1
01062007,7.8,7.25,1.4,7,4.25,5.5,-1,-1,-1
01062008,9,8.75,4.6,7.75,4.5,6.5,-1,-1,-1
01062009,9,8.75,8.6,8.75,4.75,8.25,-1,-1,-1
01062010,7.2,8.75,4.2,3,7,8.5,-1,-1,-1
01062011,7.6,6.75,6,-1,-1,-1,6.5,5.6,7.25
01062012,7.6,6.25,8.8,8.25,3.25,8.25,-1,-1,-1
01062013,9.2,8.25,4.2,7.5,2.75,7.5,-1,-1,-1
01062014,8.2,3.5,8.6,9,4.75,6.25,-1,-1,-1
01062015,8.6,7.75,4.2,6.25,8,7,-1,-1,-1
01062016,5.8,7.75,4.2,2.75,8.25,7.5,-1,-1,-1
01062017,6.6,9,3.4,4.5,3,6.75,-1,-1,-1
01062018,8.6,8.5,4.2,9.25,4.75,7.75,-1,-1,-1
01062019,7.6,6.5,7.4,6,4,7.5,-1,-1,-1
01062020,8,8.75,8,-1,-1,-1,7.5,8.4,8.75
01062021,6,3.25,7.75,-1,-1,-1,6.5,5.2,8.25
01062022,6.6,5.75,6.5,-1,-1,-1,6.5,5,8.25
01062023,8.8,9,8.75,-1,-1,-1,9,9.6,9
01062024,6,7.5,5.25,-1,-1,-1,5,5.2,8.5
01062025,8.4,8.5,6.25,-1,-1,-1,6,9.2,8.25
01062026,6,6.5,5.25,-1,-1,-1,5.5,5.4,6.25
01062027,6.8,8.75,6.5,-1,-1,-1,6.75,7.2,8.25
01062028,8.2,9,9.25,-1,-1,-1,8.75,8.6,9.25
01062029,5.6,6.25,7.5,-1,-1,-1,7.25,3.2,9
01062030,3.4,8,7.5,-1,-1,-1,8.25,2.8,7.25
01062031,5.6,5.25,3.6,3.5,6,6.5,-1,-1,-1
01062032,8,7,6.75,-1,-1,-1,7.5,3.8,8.75
01062033,7.2,9,8.5,-1,-1,-1,8,5,9.5
01062034,3.4,8.5,9.75,-1,-1,-1,9.25,3.6,8.5
01062035,6.2,8.5,7.25,-1,-1,-1,8.25,5.2,7.5
01062036,7.2,8.25,8.5,-1,-1,-1,7.5,8.4,8.25
01062037,5,7.5,4.5,-1,-1,-1,5,3.4,7.25
01062038,7,8,4.75,-1,-1,-1,5.5,3.2,6.5
01062039,7.6,8.5,7,-1,-1,-1,6.25,5.2,9.25
01062040,6.6,6.25,4.75,-1,-1,-1,4.25,4.2,5.75
01062041,7.6,7.5,5,-1,-1,-1,5.5,7.2,7
01062042,7,8.5,5,-1,-1,-1,5.75,4.6,6.75
01062043,4.2,7,6.75,-1,-1,-1,6.25,2.4,4.75
01062044,6.6,8,5.75,-1,-1,-1,4.5,5.4,7
01062045,4,7.25,8.75,-1,-1,-1,6.75,3.6,7.5
01062046,8.4,9,6.4,8,5.25,8,-1,-1,-1
01062047,5.8,7,5.25,-1,-1,-1,5,2.2,7
01062048,3.8,7.25,8,-1,-1,-1,8.75,2.6,9
01062049,5.8,6.25,6.5,-1,-1,-1,7,1.8,7
01062050,6,8.5,9.25,-1,-1,-1,9.5,6,8.25
01062051,7.8,7.5,4.5,-1,-1,-1,7.75,3,8.25
01062052,5.8,7.25,6.25,-1,-1,-1,7,3.4,8.25
01062053,6.4,7,6.75,-1,-1,-1,7,3.4,9.25
01062054,8.4,8.25,6.8,5,6.75,7.5,-1,-1,-1
01062055,6.2,6.25,4.5,-1,-1,-1,5,4.2,7.5
01062056,6.8,7,5,-1,-1,-1,7.5,7.8,8.5
01062057,8.2,7.5,8.8,8.75,5,7.75,-1,-1,-1
01062058,3,5,6.25,-1,-1,-1,7,2.8,6.75
01062059,5.4,8.5,8.25,-1,-1,-1,8,2.8,8.25
01062060,7.6,6.5,6,-1,-1,-1,6.25,2.8,8.25
01062061,7.4,7,4.25,-1,-1,-1,5,4.8,7.75
01062062,8,8.75,7.25,-1,-1,-1,6.5,7.6,8.75
01062063,7.6,8.25,5.5,-1,-1,-1,6,7,8.25
01062064,7,6,6.5,-1,-1,-1,7.75,4.4,8
01062065,4.8,5.75,5.25,-1,-1,-1,7.25,3.8,7.25
01062066,7.2,8.5,6,-1,-1,-1,5.25,5.6,7.5
01062067,6.6,5.75,6.25,-1,-1,-1,7.5,3.4,8
01062068,8.2,6.25,2.6,8.5,5,7.25,-1,-1,-1
01062069,4.4,7.25,3,-1,-1,-1,4.75,2.4,7.75
01062070,5,6.75,8.5,-1,-1,-1,7.75,3.4,8
01062071,8,9,7,-1,-1,-1,6.75,7.6,8.5
01062072,7.8,5.25,6.2,7.25,5,7.5,-1,-1,-1
01062073,7.4,7.25,8,-1,-1,-1,6.5,5,8.75
01062074,7.6,8.5,7.25,-1,-1,-1,7,6.2,9
01062075,7.4,8.75,5.75,-1,-1,-1,6.25,6.8,8.25
01062076,2.8,5,4,-1,-1,-1,4,1.6,5.25
01062077,3.6,6.25,5,-1,-1,-1,6,3.4,5.75
01062078,7.4,7.25,6.75,-1,-1,-1,5.25,3.2,7
01062079,5.4,6.25,7.75,-1,-1,-1,7,5.4,8.25
01062080,3.6,5.75,6.25,-1,-1,-1,7,3,8
01062081,5.8,6,6.75,-1,-1,-1,5.75,2.6,8.25
01062082,3.2,7.25,8.25,-1,-1,-1,7,3.2,8.5
01062083,8.4,8,7.5,-1,-1,-1,7.75,6.8,8.75
01062084,3,6.75,5.5,-1,-1,-1,6,4,6.5
01062085,4.8,6.75,5.25,-1,-1,-1,5,4.2,6
01062086,7.4,8.5,7.75,-1,-1,-1,7.75,8,8.5
01062087,5,7.5,6,-1,-1,-1,5.75,4.6,6.5
01062088,4,6.75,4.5,-1,-1,-1,4.25,1.8,6.5
01062089,6.6,8,9,-1,-1,-1,6.25,3.6,9.25
01062090,3.8,6,6.75,-1,-1,-1,6,3.4,7.75
01062091,4.4,7,6.75,-1,-1,-1,7.75,4.2,8.25
01062092,6.2,9,7.5,-1,-1,-1,6.25,4,8
01062093,7.2,6.75,5.25,-1,-1,-1,7.25,2,7.25
01062094,3.2,6.25,7,-1,-1,-1,7.75,4.2,7.75
01062095,2.6,5.25,3.5,-1,-1,-1,5.25,3.2,6.75
01062096,8,9,7.75,-1,-1,-1,8.5,8.8,9.5
01062097,6,6.75,5,-1,-1,-1,6,5.2,7.5
01062098,3.8,5.25,4.5,-1,-1,-1,8,2.2,7.25
01062099,5,8.25,4.75,-1,-1,-1,5.25,3,7.75
01062100,6.6,6.5,4.75,-1,-1,-1,7.75,3.4,8
01062101,5,5.75,5,-1,-1,-1,6.5,2,7.75
01062102,4,6,5.25,-1,-1,-1,5.5,2.4,7.25
01062103,7.6,4.75,4.4,4.75,4.5,8,-1,-1,-1
01062104,7,6.5,7.75,-1,-1,-1,7,4.8,7
01062105,3.2,3,4.25,-1,-1,-1,5.5,2.4,5.75
01062106,7,6.5,7.5,-1,-1,-1,6.25,2.6,7.25
01062107,8,7.25,6,-1,-1,-1,6.75,3.2,9.25
01062108,3.2,6.5,6.75,-1,-1,-1,5.25,1.8,7
01062109,5.2,5.75,5,-1,-1,-1,6.25,1.8,8
01062110,8,2.75,7.8,8,1.5,5,-1,-1,-1
01062111,8.2,8,2.2,8.25,3,4.5,-1,-1,-1
01062112,8.6,8.75,2.8,8.25,3.75,6.5,-1,-1,-1
01062113,7.2,4.25,7,-1,-1,-1,6.25,2,7.5
01062114,8.8,8.5,6.2,8.75,4.75,5.75,-1,-1,-1
01062115,8.4,4,8.2,7,5,6,-1,-1,-1
01062116,7.2,6.75,4.8,6.5,5.5,6.75,-1,-1,-1
01062117,7.6,7,5.75,-1,-1,-1,7.5,2.6,8.25
01062118,7.2,6.25,5.25,-1,-1,-1,6.75,4.2,4.75
01062119,4,5.75,5.5,-1,-1,-1,5,2,8
01062120,7.6,8.75,3.4,8.75,5.75,6,-1,-1,-1
01062121,5.4,5.75,7.5,-1,-1,-1,6.75,4.2,8.75
01062122,6,6.5,7.5,-1,-1,-1,6.25,4.4,8.5
01062123,8.8,9,5.4,8.25,4.25,5.5,-1,-1,-1
01062124,7.2,8,4.4,7.5,2.75,6,-1,-1,-1
01062125,7.6,6,6.75,-1,-1,-1,6,5.4,8.5
01062126,6.4,5.25,5.75,-1,-1,-1,5.5,2.6,7.25
01062127,7.2,3,5.4,6,2.25,5.5,-1,-1,-1
01062128,7,5.25,8,-1,-1,-1,5.25,3.6,7.25
01062129,4.6,4.5,9,-1,-1,-1,7.75,2.6,6.25
01062130,5.8,5.5,5.5,-1,-1,-1,5,1.2,7.5
01062131,6,6.25,9,-1,-1,-1,8.25,2,8.5
01062132,4.2,6.25,8,-1,-1,-1,6.75,4.4,8.75
01062133,4.8,8.5,5.5,-1,-1,-1,5,2.4,7
01062134,6.2,6.25,4.75,-1,-1,-1,7.75,1.4,6.75
01062135,7.4,6.75,6.75,-1,-1,-1,7,3.2,8.75
01062136,7,6.5,7.25,-1,-1,-1,6,3,7
01062137,7,8,7,-1,-1,-1,6.5,3,7.5
01062138,4,4.75,2.8,3.75,3.5,5.5,-1,-1,-1
01062139,7.4,7.75,7,-1,-1,-1,6,8.4,8.25
01062140,7.8,7,8.5,-1,-1,-1,8.5,4.4,8.75
01062141,5.8,7,7,-1,-1,-1,5.25,2.6,6.75
01062142,6.4,6.5,6.75,-1,-1,-1,6.75,3.4,7.75
01062143,3.8,7.5,7.75,-1,-1,-1,7,3.4,8
01062144,8.8,9.25,8.25,-1,-1,-1,7.25,9.2,8.75
01062145,2.8,5.75,6.25,-1,-1,-1,5.5,5,8
01062146,8.6,8.25,5.8,9.25,5,6,-1,-1,-1
01062147,8.6,9,8.5,-1,-1,-1,8.75,8.6,8.75
01062148,4.6,6,6.75,-1,-1,-1,7.5,3.6,7.5
01062149,6.2,6.75,6.75,-1,-1,-1,7.75,3.4,7.75
01062150,4.6,4,5.75,-1,-1,-1,6,1.8,7
01062151,4.8,5.5,6,-1,-1,-1,5.75,2.8,6.75
01062152,6.6,5.75,7,-1,-1,-1,5.5,3.2,6.75
01062153,2.2,7.25,6.5,-1,-1,-1,5.75,2.6,7.75
01062154,5.4,6.75,9.5,-1,-1,-1,7,3.8,8.75
01062155,4.6,5.75,7,-1,-1,-1,6.75,2.4,7.5
01062156,7.8,8.25,8.5,-1,-1,-1,6.5,8.4,7.75
01062157,4,5.5,4.5,-1,-1,-1,6.75,5,8.25
01062158,6.8,8,6.25,-1,-1,-1,7.25,7,8.5
01062159,7.6,8,7,-1,-1,-1,8.75,4.6,9
01062160,8.4,8,6,-1,-1,-1,7.5,5,8.75
01062161,6.8,7.25,7,-1,-1,-1,8,3,8.5
01062162,4.8,6.5,5.25,-1,-1,-1,5.75,3,7.75
01062163,3.4,5.5,2,-1,-1,-1,4.5,3.2,5
01062164,7.6,7,7,7.75,3.25,7.25,-1,-1,-1
01062165,6.8,8,7,-1,-1,-1,7.5,6.2,8.75
01062166,7.2,9,9,-1,-1,-1,7.75,4.6,8.25
01062167,7.6,7.25,3.75,-1,-1,-1,5,5.8,6.25
01062168,7.4,7.25,7,-1,-1,-1,7,2.6,9
01062169,7.4,8.5,7.5,-1,-1,-1,7.25,5.2,8.25
01062170,7.2,8.5,8.25,-1,-1,-1,8.25,8.4,9.25
01062171,5.6,8.5,6.25,-1,-1,-1,6,2.6,8.5
01062172,4.8,6.25,6,-1,-1,-1,7.25,3.4,7
01062173,4.8,7.25,8.25,-1,-1,-1,8.5,5,6.75
01062174,8.2,8.75,8.25,-1,-1,-1,8.75,5.8,8.25
01062175,5.4,8.75,7,-1,-1,-1,6.75,5.8,8
01062176,6.6,8.25,6.75,-1,-1,-1,6.5,3.8,8.25
01062177,6,6.25,7.5,-1,-1,-1,6,3,6.75
01062178,1.8,6.5,5.5,-1,-1,-1,6.25,2.8,7
01062179,5.6,6.5,5,-1,-1,-1,5.25,3.2,7.5
01062180,5.8,7.5,4.75,-1,-1,-1,5,2.6,6.75
01062181,7.2,6.25,6.25,-1,-1,-1,6.25,2.8,7.5
01062182,8.4,7,7.5,-1,-1,-1,5.75,7.8,9.25
01062183,7.6,6.75,6,-1,-1,-1,7.25,3,9.5
01062184,7.6,8,8,-1,-1,-1,7.5,5.6,9.25
01062185,6.2,7.5,4,-1,-1,-1,5.25,2.8,7
01062186,4.2,7,4.75,-1,-1,-1,6,2.6,5
01062187,8.4,8.5,6.25,-1,-1,-1,5.25,8,8
01062188,7,6.75,5.5,-1,-1,-1,7.75,3.8,8.5
01062189,5,8,4.5,-1,-1,-1,5.25,2,5
01062190,2.6,8.75,9,-1,-1,-1,8.75,3.2,7.75
01062191,9.2,9,6.4,9,7.25,8,-1,-1,-1
01062192,6.6,8,5.75,-1,-1,-1,7,3.2,8
01062193,7.8,9,7.25,-1,-1,-1,7.25,7.8,7
01062194,5.6,6.75,6.75,-1,-1,-1,8,5.2,8.25
01062195,7.8,8.5,7,-1,-1,-1,6.75,6,8.5
01062196,2.4,6,7,-1,-1,-1,6.75,4.4,8
01062197,6,7.75,6.75,-1,-1,-1,6.25,7,7.5
01062198,7.6,7,7,-1,-1,-1,7,5.2,8.25
01062199,6.2,8.25,6,-1,-1,-1,6,2.4,8.25
01062200,6,4,4,3.5,5,7,-1,-1,-1
01062201,7.8,7.75,7,-1,-1,-1,6.75,6.4,7.75
01062202,6.6,8.75,9.5,-1,-1,-1,8,5,9.25
01062203,6.4,7.75,7.25,-1,-1,-1,6.75,4.4,8.5
01062204,7.2,9,6.75,-1,-1,-1,6.25,6.8,8
01062205,8.2,8.5,5.2,7.5,7,7,-1,-1,-1
01062206,6.2,6.5,6.5,-1,-1,-1,6.5,2.4,8.25
01062207,7.4,7.25,6.25,-1,-1,-1,6,4.8,8
01062208,6.2,8,5.75,-1,-1,-1,6.5,4.4,6
01062209,8.4,9.25,8.5,-1,-1,-1,6.25,8.8,8.5
01062210,3.4,7.5,7.25,-1,-1,-1,8.5,3,8
01062211,7.8,6.75,7.5,-1,-1,-1,6.75,2.6,9
01062212,6.2,7.75,6.25,-1,-1,-1,7,2.4,7.5
01062213,8.2,4.25,6,6,4.75,6.75,-1,-1,-1
01062214,7.2,6.5,5.25,-1,-1,-1,8.25,5.4,8
01062215,3,5.75,9.25,-1,-1,-1,7.5,2.6,8.25
01062216,8.4,8,4.8,7.75,6,7,-1,-1,-1
01062217,7.6,5.75,7,-1,-1,-1,6.25,4.8,8
01062218,4.6,7,6,-1,-1,-1,6.25,3.4,7.5
01062219,4.8,7.75,10,-1,-1,-1,9.5,3.8,8.5
01062220,6.6,5.75,7.75,-1,-1,-1,7.5,4.2,8.5
01062221,1.6,5.5,6.5,-1,-1,-1,5.5,2.4,6
01062222,3.6,6.5,5.75,-1,-1,-1,7,2.6,5.75
01062223,7,6,2.6,4.25,4.25,7.25,-1,-1,-1
01062224,6.6,8.25,8.25,-1,-1,-1,8,5.6,8.75
01062225,6.2,8.75,8.75,-1,-1,-1,7.75,3,8
01062226,8.8,8.25,4.8,7.5,5.75,6.75,-1,-1,-1
01062227,7.8,7.25,7,-1,-1,-1,6.5,6.2,7.75
01062228,4.4,5.75,6.75,-1,-1,-1,5,2.4,7.75
01062229,6.8,5.75,2,2,3.25,6.75,-1,-1,-1
01062230,2.4,6.75,5.5,-1,-1,-1,3.25,3.6,6.5
01062231,9,8,6.2,8,3.75,8,-1,-1,-1
01062232,6.4,5.25,7,-1,-1,-1,5.25,2.2,6.5
01062233,2.6,7.25,6.5,-1,-1,-1,6.25,4,7
01062234,7.4,7.75,7,-1,-1,-1,7.25,4,8.5
01062235,2.6,5.25,5,-1,-1,-1,6.25,3,7.5
01062236,8.8,8.75,6.6,8,6.75,5.25,-1,-1,-1
01062237,6.4,6.25,5.75,-1,-1,-1,6.5,3.4,7.5
01062238,4,2.25,2.2,3.25,2.5,4.75,-1,-1,-1
01062239,6.8,7.5,7.25,-1,-1,-1,8.75,5.4,9
01062240,7,7,8,-1,-1,-1,8.25,3,8.5
01062241,6,7.75,8.5,-1,-1,-1,6.75,4.4,6.75
01062242,6.4,6.25,7.25,-1,-1,-1,7.5,2.4,7.75
01062243,4.4,6,6,-1,-1,-1,7.5,3,6.25
01062244,9.2,8.75,6.2,8.5,6.5,7.75,-1,-1,-1
01062245,5.6,7,6.25,-1,-1,-1,6.25,3.2,7.75
01062246,6.8,5.25,5.4,5,5,7.25,-1,-1,-1
01062247,2.8,3.5,4.75,-1,-1,-1,5.25,3.4,6.5
01062248,7.8,7.5,5.5,-1,-1,-1,4.5,6.2,6.75
01062249,3.8,3.5,6.75,-1,-1,-1,5.25,2.8,6.75
01062250,8.4,7.75,8.6,8,5.5,7.5,-1,-1,-1
01062251,6.2,6,4.75,-1,-1,-1,7.25,4,7.75
01062252,6.2,7.75,6.25,-1,-1,-1,7.25,5,8.75
01062253,7.8,6.5,8,8.25,5.25,8,-1,-1,-1
01062254,7,8,4.25,-1,-1,-1,6.25,5,7.25
01062255,3,7,6.5,-1,-1,-1,6.5,1.8,6
01062256,7.6,4.5,2.4,5.75,3,6.25,-1,-1,-1
01062257,5.2,6.25,6,-1,-1,-1,7.25,4.2,7.5
01062258,6.4,6.75,4.25,-1,-1,-1,6,5.2,6.25
01062259,7.4,7,6.5,-1,-1,-1,4.5,4,6.5
01062260,7.6,6.75,3,5.5,5,3.75,-1,-1,-1
01062261,7.2,3,2.8,5.5,2.5,7,-1,-1,-1
01062262,2.2,7.75,5,-1,-1,-1,6.25,1.8,7
01062263,8.6,8.5,8.25,-1,-1,-1,8,5.8,10
01062264,7,6,2.6,7,4,7.25,-1,-1,-1
01062265,7,7.75,3.4,6.75,2.5,6.25,-1,-1,-1
01062266,5.6,4.75,4.8,3.25,3.25,4.75,-1,-1,-1
01062267,8,7.5,3.4,7,2.75,6.25,-1,-1,-1
01062268,8.2,7.75,4.2,7.5,3.5,7.5,-1,-1,-1
01062269,3.8,4,6,-1,-1,-1,5.75,3.8,5.5
01062270,6.8,5.75,8.75,-1,-1,-1,8.75,3.4,8.5
01062271,5.8,6.5,6,-1,-1,-1,6.25,5,6.75
01062272,7.2,6.75,2,7.5,3.25,6.25,-1,-1,-1
01062273,5.4,6.75,4,5.25,3.5,5.25,-1,-1,-1
01062274,3,6.5,7.5,-1,-1,-1,7,2.6,8.25
01062275,7,7,7,-1,-1,-1,7.5,2.8,7.25
01062276,8.8,7.5,1.6,6,5.25,6.5,-1,-1,-1
01062277,3,7.25,7,-1,-1,-1,6.75,6.8,8.25
01062278,5.4,5.75,7.25,-1,-1,-1,6.5,2.6,7.25
01062279,7.8,5.75,6,-1,-1,-1,5.5,2.4,6.25
01062280,9,6.75,8.25,-1,-1,-1,7.75,4.2,7.25
01062281,7.6,7,6.5,-1,-1,-1,6.75,3.6,7.75
01062282,7,7,8.5,-1,-1,-1,7,2.6,8.5
01062283,8.2,7.75,2,6.25,4.75,5.25,-1,-1,-1
01062284,8.8,7.75,5.6,8.25,5,7.5,-1,-1,-1
01062285,8.4,8.75,5.8,6.25,7.25,7.5,-1,-1,-1
